False_Positive_Rate,True_Positive_Rate
0.0,0.0
0.0,0.0005022601707684581
0.0,0.0020090406830738324
0.00014267370523612499,0.0020090406830738324
0.00014267370523612499,0.0035158211953792064
0.00028534741047224997,0.0035158211953792064
0.00028534741047224997,0.009040683073832245
0.0005706948209444999,0.009040683073832245
0.0005706948209444999,0.011049723756906077
0.0008560422314167499,0.011049723756906077
0.0008560422314167499,0.012556504269211451
0.000998715936652875,0.012556504269211451
0.000998715936652875,0.014565544952285283
0.0012840633471251249,0.014565544952285283
0.0012840633471251249,0.0155700652938222
0.0015694107575973748,0.0155700652938222
0.0015694107575973748,0.01808136614766449
0.0017120844628334998,0.01808136614766449
0.0017120844628334998,0.020090406830738324
0.0018547581680696248,0.020090406830738324
0.0018547581680696248,0.023103967855349072
0.00199743187330575,0.023103967855349072
0.00199743187330575,0.026619789050728277
0.0021401055785418748,0.026619789050728277
0.0021401055785418748,0.027624309392265192
0.0022827792837779998,0.027624309392265192
0.0022827792837779998,0.029633350075339026
0.0027108003994863747,0.029633350075339026
0.0027108003994863747,0.03063787041687594
0.0028534741047224997,0.03063787041687594
0.0028534741047224997,0.03616273229532898
0.0029961478099586247,0.03616273229532898
0.0029961478099586247,0.03666499246609744
0.0031388215151947497,0.03666499246609744
0.0031388215151947497,0.03867403314917127
0.0032814952204308747,0.03867403314917127
0.0032814952204308747,0.03917629331993973
0.0034241689256669997,0.03917629331993973
0.0034241689256669997,0.04218985434455048
0.0035668426309031246,0.04218985434455048
0.0035668426309031246,0.04369663485685585
0.0039948637466115,0.04369663485685585
0.0039948637466115,0.048719236564540434
0.0044228848623198746,0.048719236564540434
0.0044228848623198746,0.05173279758915118
0.0045655585675559995,0.05173279758915118
0.0045655585675559995,0.05424409844299347
0.0047082322727921245,0.05424409844299347
0.0047082322727921245,0.055248618784530384
0.0048509059780282495,0.055248618784530384
0.0048509059780282495,0.06077348066298342
0.0049935796832643745,0.06077348066298342
0.0049935796832643745,0.0622802611752888
0.0052789270937366245,0.0622802611752888
0.0052789270937366245,0.06479156202913108
0.0054216007989727494,0.06479156202913108
0.0054216007989727494,0.06680060271220492
0.005706948209444999,0.06680060271220492
0.005706948209444999,0.07031642390758412
0.005849621914681124,0.07031642390758412
0.005849621914681124,0.07081868407835258
0.006134969325153374,0.07081868407835258
0.006134969325153374,0.0718232044198895
0.006277643030389499,0.0718232044198895
0.006277643030389499,0.07483676544450026
0.006420316735625624,0.07483676544450026
0.006420316735625624,0.07533902561526871
0.006705664146097874,0.07533902561526871
0.006705664146097874,0.07734806629834254
0.006848337851333999,0.07734806629834254
0.006848337851333999,0.07985936715218483
0.006991011556570124,0.07985936715218483
0.006991011556570124,0.08437970868910095
0.007133685261806249,0.08437970868910095
0.007133685261806249,0.08488196885986941
0.007419032672278499,0.08488196885986941
0.007419032672278499,0.08839779005524862
0.007847053787986873,0.08839779005524862
0.007847053787986873,0.08890005022601707
0.008132401198459123,0.08890005022601707
0.008132401198459123,0.08940231039678553
0.00827507490369525,0.08940231039678553
0.00827507490369525,0.09040683073832245
0.008417748608931373,0.09040683073832245
0.008417748608931373,0.09191361125062783
0.008560422314167499,0.09191361125062783
0.008560422314167499,0.09392265193370165
0.008845769724639749,0.09392265193370165
0.008845769724639749,0.09743847312908087
0.009131117135111999,0.09743847312908087
0.009131117135111999,0.09844299347061777
0.009416464545584249,0.09844299347061777
0.009416464545584249,0.09994977398292315
0.009844485661292623,0.09994977398292315
0.009844485661292623,0.10246107483676545
0.009987159366528749,0.10246107483676545
0.009987159366528749,0.10647915620291311
0.010129833071764873,0.10647915620291311
0.010129833071764873,0.10748367654445003
0.010272506777000999,0.10748367654445003
0.010272506777000999,0.10999497739829231
0.010415180482237123,0.10999497739829231
0.010415180482237123,0.11099949773982923
0.010557854187473249,0.11099949773982923
0.010557854187473249,0.11150175791059769
0.010843201597945499,0.11150175791059769
